4	32	0	13
5	64	0	27
6	128	0	28
7	256	0	8
0	2	0	12
1	4	0	220
2	8	0	89
3	16	0	60
4	32	0	22
5	64	0	26
6	128	0	29
7	256	0	8
0	2	0	1
1	4	0	204
2	8	0	69
3	16	0	63
4	32	0	13
5	64	0	24
6	128	0	18
7	256	0	6
0	2	0	5
1	4	0	158
2	8	0	9
3	16	0	16
4	32	0	4
5	64	0	5
6	128	0	3
7	256	0	0
0	2	0	29
1	4	0	10844
2	8	0	1047
3	16	0	566
4	32	0	286
5	64	0	144
6	128	0	72
7	256	0	37
0	2	0	32
1	4	0	7430
2	8	0	675
3	16	0	378
4	32	0	176
5	64	0	102
6	128	0	53
7	256	0	25
0	2	0	255
1	4	0	5389
2	8	0	323
3	16	0	173
4	32	0	79
5	64	0	41
6	128	0	22
7	256	0	11
0	2	0	18
1	4	0	3885
2	8	0	365
3	16	0	194
4	32	0	107
5	64	0	59
6	128	0	36
7	256	0	15
0	2	0	26
1	4	0	2997
2	8	0	285
3	16	0	139
4	32	0	70
5	64	0	35
6	128	0	18
7	256	0	8
0	2	0	122
1	4	0	2193
2	8	0	198
3	16	0	117
4	32	0	39
5	64	0	20
6	128	0	9
7	256	0	4
0	2	0	91
1	4	0	1773
2	8	0	67
3	16	0	72
4	32	0	20
5	64	0	13
6	128	0	9
7	256	0	3
0	2	0	67
1	4	0	1326
2	8	0	82
3	16	0	57
4	32	0	26
5	64	0	16
6	128	0	10
7	256	0	4
0	2	0	59
1	4	0	1187
2	8	0	69
3	16	0	34
4	32	0	18
5	64	0	9
6	128	0	4
7	256	0	1
0	2	0	38
1	4	0	945
2	8	0	400
3	16	0	243
4	32	0	101
5	64	0	100
6	128	0	94
7	256	0	28
0	2	0	13
1	4	0	380
2	8	0	16
3	16	0	21
4	32	0	10
5	64	0	15
6	128	0	13
7	256	0	4
0	2	0	12
1	4	0	697
2	8	0	182
3	16	0	116
4	32	0	32
5	64	0	16
6	128	0	9
7	256	0	4
0	2	0	10
1	4	0	562
2	8	0	50
3	16	0	38
4	32	0	7
5	64	0	14
6	128	0	12
7	256	0	4
0	2	0	8
1	4	0	413
2	8	0	32
3	16	0	26
4	32	0	9
5	64	0	6
6	128	0	4
7	256	0	2
0	2	0	4
1	4	0	549
2	8	0	206
3	16	0	158
4	32	0	18
5	64	0	8
6	128	0	6
7	256	0	1
0	2	0	10
1	4	0	380
2	8	0	99
3	16	0	105
4	32	0	25
5	64	0	40
6	128	0	36
7	256	0	10
0	2	0	11
1	4	0	239
2	8	0	48
3	16	0	83
4	32	0	29
5	64	0	35
6	128	0	28
7	256	0	8
0	2	0	2
1	4	0	334
2	8	0	146
3	16	0	97
4	32	0	26
5	64	0	47
6	128	0	35
7	256	0	11
0	2	0	12
1	4	0	787
2	8	0	115
3	16	0	160
4	32	0	34
5	64	0	39
6	128	0	31
7	256	0	8
0	2	0	25
1	4	0	583
2	8	0	31
3	16	0	64
4	32	0	22
5	64	0	22
6	128	0	23
7	256	0	6
0	2	0	895
1	4	0	16606
2	8	0	685
3	16	0	418
4	32	0	133
5	64	0	51
6	128	0	38
7	256	0	13
0	2	0	505
1	4	0	8036
2	8	0	580
3	16	0	233
4	32	0	81
5	64	0	46
6	128	0	27
7	256	0	11
0	2	0	61
1	4	0	3976
2	8	0	511
3	16	0	268
4	32	0	131
5	64	0	66
6	128	0	34
7	256	0	17
0	2	0	6
1	4	0	2619
2	8	0	139
3	16	0	78
4	32	0	40
5	64	0	20
6	128	0	10
7	256	0	4
0	2	0	64
1	4	0	3025
2	8	0	359
3	16	0	160
4	32	0	67
5	64	0	30
6	128	0	14
7	256	0	7
0	2	0	100
1	4	0	1660
2	8	0	55
3	16	0	57
4	32	0	17
5	64	0	12
6	128	0	9
7	256	0	3
0	2	0	55
1	4	0	1572
2	8	0	91
3	16	0	53
4	32	0	22
5	64	0	14
6	128	0	8
7	256	0	3
0	2	0	23
1	4	0	1335
2	8	0	93
3	16	0	48
4	32	0	22
5	64	0	11
6	128	0	5
7	256	0	2
0	2	0	26
1	4	0	1042
2	8	0	212
3	16	0	141
4	32	0	39
5	64	0	60
6	128	0	75
7	256	0	20
0	2	0	3
1	4	0	898
2	8	0	102
3	16	0	85
4	32	0	15
5	64	0	24
6	128	0	17
7	256	0	7
0	2	0	3
1	4	0	776
2	8	0	140
3	16	0	104
4	32	0	17
5	64	0	17
6	128	0	13
7	256	0	4
0	2	0	5
1	4	0	547
2	8	0	37
3	16	0	26
4	32	0	10
5	64	0	9
6	128	0	7
7	256	0	2
0	2	0	17
1	4	0	403
2	8	0	9
3	16	0	10
4	32	0	3
5	64	0	2
6	128	0	1
7	256	0	0
0	2	0	12
1	4	0	321
2	8	0	15
3	16	0	8
4	32	0	3
5	64	0	1
6	128	0	0
7	256	0	0
0	2	0	12
1	4	0	312
2	8	0	64
3	16	0	51
4	32	0	25
5	64	0	35
6	128	0	26
7	256	0	7
0	2	0	9
1	4	0	270
2	8	0	51
3	16	0	33
4	32	0	19
5	64	0	21
6	128	0	23
7	256	0	6
0	2	0	1
1	4	0	152
2	8	0	50
3	16	0	49
4	32	0	12
5	64	0	22
6	128	0	22
7	256	0	5
0	2	0	569
1	4	0	24487
2	8	0	1696
3	16	0	660
4	32	0	561
5	64	0	273
6	128	0	103
7	256	0	41
0	2	0	48
1	4	0	14165
2	8	0	1402
3	16	0	688
4	32	0	357
5	64	0	178
6	128	0	90
7	256	0	46
0	2	0	499
1	4	0	8091
2	8	0	417
3	16	0	162
4	32	0	74
5	64	0	43
6	128	0	25
7	256	0	11
0	2	0	381
1	4	0	5998
2	8	0	180
3	16	0	68
4	32	0	23
5	64	0	10
6	128	0	6
7	256	0	2
0	2	0	229
1	4	0	4512
2	8	0	186
3	16	0	121
4	32	0	48
5	64	0	34
6	128	0	20
7	256	0	7
0	2	0	176
1	4	0	3620
2	8	0	162
3	16	0	80
4	32	0	39
5	64	0	20
6	128	0	9
7	256	0	4
0	2	0	28
1	4	0	3030
2	8	0	366
3	16	0	262
4	32	0	83
5	64	0	40
6	128	0	28
7	256	0	11
0	2	0	122
1	4	0	2140
2	8	0	56
3	16	0	70
4	32	0	18
5	64	0	17
6	128	0	15
7	256	0	4
0	2	0	93
1	4	0	1723
2	8	0	52
3	16	0	34
4	32	0	12
5	64	0	11
6	128	0	10
7	256	0	4
0	2	0	71
1	4	0	1433
2	8	0	46
3	16	0	23
4	32	0	13
5	64	0	6
6	128	0	2
7	256	0	1
0	2	0	23
1	4	0	1330
2	8	0	643
3	16	0	621
4	32	0	124
5	64	0	83
6	128	0	52
7	256	0	20
0	2	0	15
1	4	0	448
2	8	0	85
3	16	0	105
4	32	0	36
5	64	0	31
6	128	0	34
7	256	0	10
0	2	0	12
1	4	0	325
2	8	0	25
3	16	0	23
4	32	0	12
5	64	0	10
6	128	0	7
7	256	0	2
0	2	0	15
1	4	0	239
2	8	0	42
3	16	0	38
4	32	0	9
5	64	0	11
6	128	0	11
7	256	0	2
0	2	0	12
1	4	0	166
2	8	0	7
3	16	0	8
4	32	0	2
5	64	0	1
6	128	0	1
7	256	0	0
0	2	0	9
1	4	0	271
2	8	0	32
3	16	0	20
4	32	0	8
5	64	0	4
6	128	0	3
7	256	0	1
0	2	0	4
1	4	0	507
2	8	0	150
3	16	0	179
4	32	0	40
5	64	0	85
6	128	0	74
7	256	0	19
0	2	0	7
1	4	0	633
2	8	0	245
3	16	0	270
4	32	0	37
5	64	0	38
6	128	0	34
7	256	0	8
0	2	0	9
1	4	0	362
2	8	0	79
3	16	0	97
4	32	0	28
5	64	0	27
6	128	0	36
7	256	0	11
0	2	0	147
1	4	0	13349
2	8	0	1082
3	16	0	659
4	32	0	319
5	64	0	169
6	128	0	81
7	256	0	41
0	2	0	402
1	4	0	57520
2	8	0	7376
3	16	0	3858
4	32	0	1369
5	64	0	1101
6	128	0	665
7	256	0	196
0	2	0	225
1	4	0	3816
2	8	0	442
3	16	0	237
4	32	0	114
5	64	0	59
6	128	0	34
7	256	0	15
0	2	0	22
1	4	0	1808
2	8	0	60
3	16	0	35
4	32	0	16
5	64	0	14
6	128	0	11
7	256	0	2
0	2	0	32
1	4	0	747
2	8	0	81
3	16	0	45
4	32	0	17
5	64	0	12
6	128	0	13
7	256	0	3
0	2	0	10
1	4	0	752
2	8	0	24
3	16	0	34
4	32	0	9
5	64	0	8
6	128	0	9
7	256	0	2
0	2	0	0
1	4	0	518
2	8	0	34
3	16	0	35
4	32	0	10
5	64	0	7
6	128	0	9
7	256	0	1
0	2	0	5
1	4	0	363
2	8	0	94
3	16	0	99
4	32	0	23
5	64	0	44
6	128	0	32
7	256	0	7
0	2	0	2
1	4	0	268
2	8	0	29
3	16	0	52
4	32	0	15
5	64	0	13
6	128	0	12
7	256	0	2
0	2	0	4
1	4	0	204
2	8	0	15
3	16	0	34
4	32	0	7
5	64	0	9
6	128	0	9
7	256	0	1
0	2	0	6
1	4	0	133
2	8	0	10
3	16	0	37
4	32	0	7
5	64	0	7
6	128	0	6
7	256	0	0
0	2	0	8
1	4	0	156
2	8	0	11
3	16	0	19
4	32	0	4
5	64	0	5
6	128	0	8
7	256	0	1
0	2	0	5
1	4	0	205
2	8	0	53
3	16	0	68
4	32	0	9
5	64	0	6
6	128	0	5
7	256	0	1
0	2	0	2
1	4	0	136
2	8	0	55
3	16	0	46
4	32	0	10
5	64	0	20
6	128	0	20
7	256	0	4
0	2	0	1
1	4	0	56
2	8	0	7
3	16	0	22
4	32	0	4
5	64	0	7
6	128	0	6
7	256	0	1
0	2	0	1
1	4	0	65
2	8	0	6
3	16	0	12
4	32	0	3
5	64	0	4
6	128	0	5
7	256	0	0
0	2	0	1
1	4	0	47
2	8	0	6
3	16	0	8
4	32	0	2
5	64	0	3
6	128	0	4
7	256	0	0
0	2	0	0
1	4	0	37
2	8	0	3
3	16	0	16
4	32	0	1
5	64	0	2
6	128	0	3
7	256	0	0
0	2	0	1
1	4	0	55
2	8	0	9
3	16	0	14
4	32	0	3
5	64	0	9
6	128	0	6
7	256	0	1
0	2	0	1
1	4	0	39
2	8	0	5
3	16	0	14
4	32	0	2
5	64	0	4
6	128	0	4
7	256	0	0
0	2	0	0
1	4	0	64
2	8	0	9
3	16	0	31
4	32	0	7
5	64	0	18
6	128	0	16
7	256	0	4
0	2	0	0
1	4	0	47
2	8	0	8
3	16	0	21
4	32	0	4
5	64	0	7
6	128	0	5
7	256	0	1
0	2	0	1
1	4	0	57
2	8	0	75
3	16	0	76
4	32	0	11
5	64	0	23
6	128	0	22
7	256	0	5
0	2	0	1
1	4	0	31
2	8	0	24
3	16	0	19
4	32	0	4
5	64	0	9
6	128	0	7
7	256	0	2
0	2	0	0
1	4	0	16
2	8	0	3
3	16	0	14
4	32	0	1
5	64	0	4
6	128	0	4
7	256	0	0
0	2	0	23
1	4	0	1101
2	8	0	581
3	16	0	335
4	32	0	53
5	64	0	31
6	128	0	10
7	256	0	3
0	2	0	0
1	4	0	163
2	8	0	80
3	16	0	83
4	32	0	26
5	64	0	33
6	128	0	30
7	256	0	8
0	2	0	1
1	4	0	81
2	8	0	26
3	16	0	45
4	32	0	10
5	64	0	10
6	128	0	9
7	256	0	2
0	2	0	0
1	4	0	54
2	8	0	16
3	16	0	36
4	32	0	6
5	64	0	8
6	128	0	8
7	256	0	2
0	2	0	0
1	4	0	41
2	8	0	14
3	16	0	27
4	32	0	5
5	64	0	8
6	128	0	6
7	256	0	1
0	2	0	0
1	4	0	16
2	8	0	6
3	16	0	20
4	32	0	5
5	64	0	4
6	128	0	5
7	256	0	1
0	2	0	6
1	4	0	267
2	8	0	132
3	16	0	83
4	32	0	18
5	64	0	23
6	128	0	18
7	256	0	4
0	2	0	0
1	4	0	101
2	8	0	50
3	16	0	29
4	32	0	5
5	64	0	8
6	128	0	8
7	256	0	1
0	2	0	0
1	4	0	27
2	8	0	11
3	16	0	14
4	32	0	4
5	64	0	5
6	128	0	6
7	256	0	1
0	2	0	0
1	4	0	7
2	8	0	4
3	16	0	21
4	32	0	3
5	64	0	4
6	128	0	5
7	256	0	0
0	2	0	0
1	4	0	9
2	8	0	3
3	16	0	24
4	32	0	2
5	64	0	5
6	128	0	5
7	256	0	0
0	2	0	0
1	4	0	500
2	8	0	432
3	16	0	292
4	32	0	56
5	64	0	53
6	128	0	40
7	256	0	10
0	2	0	16
1	4	0	603
2	8	0	474
3	16	0	311
4	32	0	45
5	64	0	52
6	128	0	44
7	256	0	13
0	2	0	0
1	4	0	49
2	8	0	39
3	16	0	55
4	32	0	13
5	64	0	19
6	128	0	23
7	256	0	5
0	2	0	0
1	4	0	25
2	8	0	11
3	16	0	20
4	32	0	5
5	64	0	8
6	128	0	6
7	256	0	1
0	2	0	8
1	4	0	472
2	8	0	288
3	16	0	261
4	32	0	115
5	64	0	135
6	128	0	111
7	256	0	32
0	2	0	0
1	4	0	145
2	8	0	39
3	16	0	70
4	32	0	19
5	64	0	25
6	128	0	18
7	256	0	5
0	2	0	2
1	4	0	94
2	8	0	20
3	16	0	49
4	32	0	9
5	64	0	11
6	128	0	10
7	256	0	3
0	2	0	1
1	4	0	56
2	8	0	8
3	16	0	17
4	32	0	4
5	64	0	4
6	128	0	3
7	256	0	0
0	2	0	0
1	4	0	50
2	8	0	11
3	16	0	20
4	32	0	3
5	64	0	3
6	128	0	3
7	256	0	0
0	2	0	0
1	4	0	23
2	8	0	8
3	16	0	21
4	32	0	3
5	64	0	4
6	128	0	3
7	256	0	0
0	2	0	0
1	4	0	17
2	8	0	11
3	16	0	25
4	32	0	6
5	64	0	13
6	128	0	11
7	256	0	2
0	2	0	0
1	4	0	34
2	8	0	13
3	16	0	14
4	32	0	3
5	64	0	4
6	128	0	4
7	256	0	1
0	2	0	5
1	4	0	700
2	8	0	429
3	16	0	265
4	32	0	54
5	64	0	22
6	128	0	12
7	256	0	4
0	2	0	2
1	4	0	137
2	8	0	56
3	16	0	86
4	32	0	25
5	64	0	27
6	128	0	29
7	256	0	9
0	2	0	0
1	4	0	49
2	8	0	21
3	16	0	36
4	32	0	4
5	64	0	7
6	128	0	6
7	256	0	2
0	2	0	1
1	4	0	55
2	8	0	18
3	16	0	27
4	32	0	7
5	64	0	17
6	128	0	14
7	256	0	4
0	2	0	0
1	4	0	18
2	8	0	7
3	16	0	7
4	32	0	2
5	64	0	2
6	128	0	2
7	256	0	0
0	2	0	0
1	4	0	16
2	8	0	7
3	16	0	4
4	32	0	1
5	64	0	1
6	128	0	0
7	256	0	0
0	2	0	0
1	4	0	21
2	8	0	59
3	16	0	70
4	32	0	12
5	64	0	23
6	128	0	19
7	256	0	5
0	2	0	0
1	4	0	21
2	8	0	14
3	16	0	19
4	32	0	4
5	64	0	6
6	128	0	4
7	256	0	1
0	2	0	3
1	4	0	145
2	8	0	54
3	16	0	34
4	32	0	9
5	64	0	10
6	128	0	9
7	256	0	2
0	2	0	0
1	4	0	37
2	8	0	13
3	16	0	22
4	32	0	5
5	64	0	11
6	128	0	8
7	256	0	2
0	2	0	756
1	4	0	12639
2	8	0	886
3	16	0	376
4	32	0	159
5	64	0	78
6	128	0	40
7	256	0	21
0	2	0	228
1	4	0	10536
2	8	0	611
3	16	0	302
4	32	0	187
5	64	0	92
6	128	0	48
7	256	0	24
0	2	0	258
1	4	0	5802
2	8	0	393
3	16	0	205
4	32	0	104
5	64	0	53
6	128	0	26
7	256	0	13
0	2	0	5
1	4	0	4548
2	8	0	253
3	16	0	244
4	32	0	102
5	64	0	55
6	128	0	29
7	256	0	14
0	2	0	60
1	4	0	3507
2	8	0	345
3	16	0	169
4	32	0	85
5	64	0	42
6	128	0	22
7	256	0	11
0	2	0	59
1	4	0	2562
2	8	0	219
3	16	0	104
4	32	0	53
5	64	0	27
6	128	0	13
7	256	0	6
0	2	0	90
1	4	0	2070
2	8	0	126
3	16	0	76
4	32	0	33
5	64	0	28
6	128	0	21
7	256	0	6
0	2	0	70
1	4	0	1632
2	8	0	110
3	16	0	53
4	32	0	24
5	64	0	19
6	128	0	15
7	256	0	4
0	2	0	20
1	4	0	1579
2	8	0	135
3	16	0	74
4	32	0	33
5	64	0	15
6	128	0	9
7	256	0	4
0	2	0	7
1	4	0	179
2	8	0	42
3	16	0	40
4	32	0	5
5	64	0	4
6	128	0	4
7	256	0	0
0	2	0	0
1	4	0	85
2	8	0	39
3	16	0	71
4	32	0	19
5	64	0	23
6	128	0	22
7	256	0	8
0	2	0	1
1	4	0	58
2	8	0	23
3	16	0	29
4	32	0	6
5	64	0	9
6	128	0	7
7	256	0	3
0	2	0	1
1	4	0	62
2	8	0	24
3	16	0	28
4	32	0	7
5	64	0	13
6	128	0	12
7	256	0	3
0	2	0	0
1	4	0	32
2	8	0	11
3	16	0	9
4	32	0	2
5	64	0	3
6	128	0	3
7	256	0	1
0	2	0	0
1	4	0	8
2	8	0	5
3	16	0	5
4	32	0	1
5	64	0	1
6	128	0	0
7	256	0	0
0	2	0	23
1	4	0	489
2	8	0	120
3	16	0	132
4	32	0	28
5	64	0	52
6	128	0	42
7	256	0	11
0	2	0	8
1	4	0	390
2	8	0	151
3	16	0	71
4	32	0	26
5	64	0	31
6	128	0	22
7	256	0	7
0	2	0	1
1	4	0	419
2	8	0	184
3	16	0	153
4	32	0	22
5	64	0	27
6	128	0	16
7	256	0	5
0	2	0	50
1	4	0	1048
2	8	0	142
3	16	0	125
4	32	0	31
5	64	0	43
6	128	0	31
7	256	0	8
0	2	0	33
1	4	0	756
2	8	0	66
3	16	0	61
4	32	0	19
5	64	0	31
6	128	0	29
7	256	0	8
0	2	0	998
1	4	0	26594
2	8	0	832
3	16	0	745
4	32	0	231
5	64	0	182
6	128	0	90
7	256	0	29
0	2	0	125
1	4	0	9209
2	8	0	632
3	16	0	313
4	32	0	165
5	64	0	84
6	128	0	44
7	256	0	22
0	2	0	112
1	4	0	5474
2	8	0	350
3	16	0	183
4	32	0	89
5	64	0	45
6	128	0	24
7	256	0	12
0	2	0	78
1	4	0	3697
2	8	0	423
3	16	0	199
4	32	0	100
5	64	0	51
6	128	0	25
7	256	0	13
0	2	0	36
1	4	0	2743
2	8	0	307
3	16	0	142
4	32	0	74
5	64	0	37
6	128	0	18
7	256	0	9
0	2	0	122
1	4	0	2150
2	8	0	79
3	16	0	67
4	32	0	20
5	64	0	34
6	128	0	29
7	256	0	8
0	2	0	89
1	4	0	1472
2	8	0	36
3	16	0	30
4	32	0	5
5	64	0	7
6	128	0	6
7	256	0	1
0	2	0	41
1	4	0	1431
2	8	0	121
3	16	0	64
4	32	0	27
5	64	0	15
6	128	0	8
7	256	0	3
0	2	0	687
1	4	0	37601
2	8	0	5098
3	16	0	4109
4	32	0	1769
5	64	0	1201
6	128	0	574
7	256	0	240
0	2	0	562
1	4	0	9751
2	8	0	387
3	16	0	155
4	32	0	28
5	64	0	18
6	128	0	17
7	256	0	5
0	2	0	216
1	4	0	3281
2	8	0	155
3	16	0	71
4	32	0	40
5	64	0	21
6	128	0	12
7	256	0	6
0	2	0	132
1	4	0	2217
2	8	0	54
3	16	0	21
4	32	0	11
5	64	0	9
6	128	0	6
7	256	0	3
0	2	0	23
1	4	0	1744
2	8	0	112
3	16	0	61
4	32	0	30
5	64	0	15
6	128	0	7
7	256	0	3
0	2	0	16
1	4	0	1827
2	8	0	162
3	16	0	86
4	32	0	42
5	64	0	21
6	128	0	10
7	256	0	5
0	2	0	52
1	4	0	1282
2	8	0	101
3	16	0	118
4	32	0	30
5	64	0	42
6	128	0	42
7	256	0	11
0	2	0	4
1	4	0	919
2	8	0	63
3	16	0	36
4	32	0	20
5	64	0	31
6	128	0	23
7	256	0	6
0	2	0	17
1	4	0	659
2	8	0	84
3	16	0	80
4	32	0	18
5	64	0	19
6	128	0	17
7	256	0	5
0	2	0	519
1	4	0	6993
2	8	0	1633
3	16	0	808
4	32	0	376
5	64	0	215
6	128	0	110
7	256	0	51
0	2	0	486
1	4	0	11830
2	8	0	1252
3	16	0	600
4	32	0	282
5	64	0	145
6	128	0	73
7	256	0	38
0	2	0	293
1	4	0	8458
2	8	0	560
3	16	0	339
4	32	0	165
5	64	0	77
6	128	0	47
7	256	0	21
0	2	0	343
1	4	0	5460
2	8	0	187
3	16	0	103
4	32	0	43
5	64	0	23
6	128	0	11
7	256	0	5
0	2	0	244
1	4	0	4336
2	8	0	256
3	16	0	204
4	32	0	69
5	64	0	59
6	128	0	40
7	256	0	13
